"uid"	"cat"	"name"	"screen_name"	"description"	"verified"	"location"	"lat"	"lon"	"country"	"created_at"	"followers_count"	"friends_count"	"statuses_count"	"favourites_count"	"listed_count"
1031038448	0.0	"Bush School SGA"	"GBS_SGA"	"The George Bush School of Government and Public Service SGA is a student-led organization that provides a representative voice for the student body."	False	"College Station, Texas"	"30.62798"	"-96.33441"	"United States"	"2012-12"	110.0	74.0	72.0	5.0	4.0
115402745	0.0	"Michael Grimm"	"Grimm4Congress"	"Small Business Owner/ Entrepreneur, Former FBI Agent, and U.S. Marine. Candidate for Congress NY-13."	False	"Staten Island, NY"	"40.56233"	"-74.13986"	"United States"	"2010-02"	1457.0	483.0	684.0	2.0	125.0
168516256	1.0	"Natalia Plaza"	"nataliaiplaza"	"#Bernie2016 -3rd in NBC UCBT Diversity Scholarship Showcase 2015, Cocreator of @CulturaliconsNY, Actor, contributing writer for @Reductress"	False	"Brooklyn, NY"	"40.6501"	"-73.94958"	"United States"	"2010-07"	275.0	374.0	633.0	1545.0	10.0
293602749	1.0	"Iris Caballero"	"QuieroUSA"	"#CruzCrew Ted Cruz & Allen West 2016!"	False	""	""	""	""	"2011-05"	781.0	338.0	16012.0	12730.0	49.0
2734365015	1.0	"mrs. bernie sanders"	"ElanorRoose"	"(ง’̀-‘́)ง"	False	""	""	""	""	"2014-08"	72.0	70.0	408.0	283.0	1.0
45025729	0.0	"Graeme Swann"	"Swannyg66"	"cricketer, documentary maker, lead singer, worldwide trend leader in hairstyles for men who look fifteen years younger than they actually are."	True	"Nottingham"	"52.9536"	"-1.15047"	"United Kingdom"	"2009-06"	769923.0	609.0	6910.0	29.0	4462.0
183825988	0.0	"Only The Truth"	"1johnfive"	"Love The Lord, Conservative, 3rd Sqn 5th Cav Vietnam Vet, Registered Independent as I'm fed up with the GOP, support the Tea Party. Molon Labe."	False	""	""	""	""	"2010-08"	1385.0	1353.0	10567.0	17.0	27.0
954537696	0.0	"jennifer"	"FourEyedQueef"	"burgers beers bushes"	False	"chicago"	"41.85003"	"-87.65005"	"United States"	"2012-11"	11279.0	947.0	9619.0	46718.0	284.0
187838951	0.0	"Asma Khalid"	"asmamk"	"Reporter @NPR. Covering the intersection of demographics + politics for the 2016 campaign. Sometimes DC, Sometimes Boston, Sometimes somewhere in America..."	True	""	""	""	""	"2010-09"	7338.0	2865.0	6855.0	2084.0	218.0
13134132	0.0	"Jon Culver"	"jonculver"	"Impatient optimist, Dad joke sommelier. Technologist @MyFitcode + @BernieSanders. Previously @SimplyMeasured @BKWLD @Microsoft @AuburnU"	False	"Seattle, Washington"	"47.60621"	"-122.33207"	"United States"	"2008-02"	667.0	2.0	11106.0	3240.0	55.0
142082006	0.0	"Fathers 4 Trump"	"Fathers4Trump"	"Tracking the overwhelming support for Donald Trump by family patriarchs. Recording the horror of their children. #Trump2016"	False	"Trump Tower"	"41.8889"	"-87.6264"	"United States"	"2010-05"	2855.0	793.0	20562.0	97.0	37.0
17976923	0.0	"CathyMcMorrisRodgers"	"cathymcmorris"	"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three."	True	"Spokane, WA & Washington, DC"	"47.65966"	"-117.42908"	"United States"	"2008-12"	24808.0	5224.0	4535.0	801.0	1538.0
44579901	1.0	"Ella Ryan"	"zzelladonatella"	"Web developer, ex-nomad, current Brooklynite. Loves chocolate. Hates climate change deniers. Part of @teambernieny Ops team."	False	"Brooklyn"	"40.6501"	"-73.94958"	"United States"	"2009-06"	852.0	893.0	1871.0	350.0	44.0
2604799262	0.0	"Conservative Lad"	"GOP_Lad"	"Cleveland Cavs, Indians, & Browns. I believe in capitalism, life, and most importantly, America. Conservative Republican"	False	"The Ohio State University"	"39.99543"	"-83.01717"	"United States"	"2014-07"	2326.0	2248.0	226.0	38.0	10.0
110445334	0.0	"Megyn Kelly"	"megynkelly"	"Happily married to Doug, crazy in love with my children Yates, Yardley, and Thatcher, and anchor of The Kelly File on Fox News Channel"	True	""	""	""	""	"2010-02"	1545535.0	1210.0	8710.0	13.0	10329.0
2560114934	0.0	"Cartonise"	"EST_Ceesi"	"• 17 • #Bernie2016 ❤ più dolce e buona!"	False	"devils den (Michigan)"	""	""	""	"2014-06"	699.0	554.0	7077.0	17875.0	4.0
18020589	1.0	"Dump Trump"	"DumpTrump22"	"Mr. Trump's finest qualities: Misogynist - Racist - Charlatan - Fear Monger - Confused and COMPLETELY DELUSIONAL"	False	"New York City"	"40.71427"	"-74.00597"	"United States"	"2008-12"	1461.0	1488.0	5080.0	328.0	42.0
19266287	0.0	"Conservative Carrie"	"carrielusch"	"I am a hard-working, gun toting, Ronald Reagan loving, tax paying, God believing, Fox News watching, troop supporting, anti-liberal, Oregon conservative girl."	False	"Portland, OR"	"45.52345"	"-122.67621"	"United States"	"2009-01"	1139.0	1957.0	655.0	85.0	21.0
216776631	1.0	"Bernie Sanders"	"BernieSanders"	"Join our campaign for president at https://t.co/nuBuflGIwb. Tweets by staff."	True	"Vermont"	"44.00034"	"-72.74983"	"United States"	"2010-11"	1568711.0	1467.0	7091.0	824.0	7461.0
29590509	0.0	"Cameron Jay"	"Cam4573"	"Conservative Tweeter. Republican most of the time. Living life and trying to make a difference; follow me on my journey."	False	"Athens, Georgia"	"33.96095"	"-83.37794"	"United States"	"2009-04"	709.0	428.0	6274.0	2892.0	6.0
92591950	1.0	"Chris Cruz"	"chrisjosephcruz"	"Husband to Lana. Pastor at Bethel/BSSM/Tribe Young Adults."	False	"Redding, CA"	"40.58654"	"-122.39168"	"United States"	"2009-11"	3189.0	259.0	3489.0	218.0	50.0
2295018296	0.0	"PresBush41Info"	"PresBush41Info"	"Complete source for President Bush 41 events and info, including #Bush25 reunion Apr 4-6 at @BushLibrary at Texas A&M. Also: @GeorgeHWBush @GB41Foundation"	False	""	""	""	""	"2014-01"	1467.0	17.0	177.0	91.0	16.0
4340820854	0.0	"Your Favs are LGBTQ+"	"Queercanons"	"Everyone is queer until stated otherwise! DM us your LGBTQA+ headcanons!"	False	"[All orientations welcomed!] "	""	""	""	"2015-11"	48.0	50.0	65.0	25.0	0.0
4825930887	1.0	"Hero Bernie Sanders"	"HeroBernie"	"We need a real hero in America! We need Bernie Sanders to guide us into a new and better age!"	False	""	""	""	""	"2016-01"	151.0	143.0	384.0	759.0	5.0
790903590	1.0	"LadyGrayLiberty"	"LadyGrayLiberty"	"Christian, Pro Life, Conservative, Texan, AsAMom,13th generation American. Stand with Israel. Save the Constitution - Read it! Followed by @TedCruz #tcot"	False	""	""	""	""	"2012-08"	1475.0	2072.0	2627.0	304.0	33.0
874865167	0.0	"Frank The Tank®"	"Frankie_Jaay97"	"@ohaicutie #SpursNation #Bernie2016 #UTSA19"	False	"South Texas, USA "	"28.62375"	"-100.42837"	"United States"	"2012-10"	800.0	682.0	55227.0	18274.0	16.0
2236855903	0.0	"Republican Stoner"	"RepubStoner"	"successfully treating bipolar II w/ cannabis... in a prohibition state #legalizemyMEDICINE"	False	"#YESon2"	""	""	""	"2013-12"	443.0	351.0	3321.0	1186.0	10.0
2590343858	0.0	"The Jax Republican"	"JaxRepublican"	"Just a simple Republican living in beautiful Jacksonville. I love Florida, the GOP, & FSU! #sayfie #flapol #ilovejax"	False	"Jacksonville, FL"	"30.33218"	"-81.65565"	"United States"	"2014-06"	160.0	608.0	380.0	67.0	0.0
2368167096	0.0	"Snarky Republican"	"SnarkyCon"	"Snarky. Cynical. Pithy. Republican. @snarkyRINO is treasurer of #SnarkyPAC. @sassypolitico76 is a national treasure. #Snark4America"	False	"Snarkin' Coast to Coast "	""	""	""	"2014-03"	264.0	376.0	778.0	415.0	2.0
952755865	1.0	"Andrew McNeil"	"mcneil4congress"	"Father of seven, and grandfather of two. Former Congressional Candidate who is committed to restoring America back to greatness."	False	"Freedom IN"	"39.20699"	"-86.86917"	"United States"	"2012-11"	1750.0	1973.0	1949.0	333.0	19.0
174925229	1.0	"Jeb Bush"	"jebbush12"	""	False	""	""	""	""	"2010-08"	50.0	11.0	26.0	0.0	1.0
940501590	1.0	"Emily Foster"	"emfo805"	"Bernie 2016 Digital Team | ΦΣΣ | 21 American University SPA & SOC"	False	"DC & Southern CA"	"38.89511"	"-77.03637"	"United States"	"2012-11"	258.0	658.0	2964.0	2767.0	5.0
69401520	1.0	"Sandpoint Democrat"	"sandpointdem"	"Official Bonner County Democratic Central Committee. Encouraging and electing Democrats in Sandpoint, Priest River, Sagle, Hope, Clark Fork."	False	"Sandpoint, Idaho"	"48.29659"	"-116.56269"	"United States"	"2009-08"	128.0	153.0	179.0	10.0	4.0
204192344	1.0	"The Truth"	"EmpressAyanna"	"Somewhere dancing."	False	"DC bred Trini fed"	""	""	""	"2010-10"	460.0	508.0	8491.0	20.0	4.0
244255664	1.0	"Donald Trump"	"RealTrump2016"	"Donald J. Trump for President of the United States of America! 

Trying to make America Great Again."	False	"Donald Trump "	""	""	""	"2011-01"	5003.0	10.0	606.0	89.0	49.0
624424692	0.0	"Hope Republicans"	"HopeRepublicans"	"Welcome to the official Twitter account of Hope College Republicans, the best party on campus!"	False	"Holland, Michigan"	"42.78752"	"-86.10893"	"United States"	"2012-07"	108.0	171.0	161.0	37.0	1.0
2966205003	1.0	"Rep. Mark Walker"	"RepMarkWalker"	"Member of the U.S. Congress - Representing the 6th District of North Carolina"	True	""	""	""	""	"2015-01"	3007.0	1197.0	878.0	842.0	122.0
839041598	0.0	"Corner Politics"	"CornerPolitics1"	"Corner Politics is that pure uncut blog where you’ll get brutal honesty, straight to the point, good ol’ fashioned sh#t talking about any and everything."	False	"Denver,  DMV"	""	""	""	"2012-09"	421.0	1399.0	6847.0	81.0	11.0
3633358032	0.0	"To The Left"	"cali_liberal"	"Proud Progressive Fighting For The Soul of The Democratic Party #FeelThe Bern #LGBT #VoterSupression #CivilRights #StopClimateChange #OccupyWallStreet #NotMeUs"	False	"Los Angeles, CA"	"34.05223"	"-118.24368"	"United States"	"2015-09"	3219.0	5001.0	7968.0	3315.0	61.0
14640695	0.0	"College Democrats"	"DemsUCF"	"We are the voice of progress on campus.
We are the College Democrats at UCF. Keep Moving Forward."	False	"Orlando, FL (USA)"	"28.53834"	"-81.37924"	"United States"	"2008-05"	1127.0	622.0	3770.0	96.0	42.0
719339280	0.0	"trump sucks"	"harrypofter"	"A washrag would humble a lot of bitches these days"	False	"ʰᵃʳʳʸᵖᵒᶠᵗᵉʳ"	""	""	""	"2012-07"	947.0	54.0	2590.0	2578.0	3.0
4542922882	0.0	"Ronald ragen 2016"	"tedcruz_4USA"	""	False	""	""	""	""	"2015-12"	21.0	35.0	627.0	6.0	1.0
905717526	0.0	"Backroom Politics"	"BackroomPolitic"	"Backroom Politics is a weekly radio show hosted every Tuesday from 4-6 ET from downtown Washington, DC  http://t.co/7ji2TDGTEh…"	False	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2012-10"	374.0	1284.0	2945.0	20.0	11.0
15896985	0.0	"Stonewall Democrats"	"StonewallDallas"	"LGBT Democrats in Dallas, Texas defending change and promoting equality at every level of government."	False	"Dallas, Texas"	"32.78306"	"-96.80667"	"United States"	"2008-08"	436.0	25.0	158.0	0.0	20.0
557334459	0.0	"ShitTheGOPsays"	"Sh1tTheGOPsays"	"Shedding light on how the modern Republican party took a right turn down Crazy Lane.

Warning some vulgar language used."	False	"The United States of the 1%"	"9.65"	"39.01667"	"Ethiopia"	"2012-04"	13299.0	9240.0	8830.0	503.0	288.0
317934789	0.0	"ConservativeFilmFest"	"ConservativeFF"	"2013 1st EVER National Conservative Film Festival is Columbus Day Weekend @WaltDisneyWorld, Orlando FL HashTag #NCFF"	False	"Orlando Florida"	"28.53834"	"-81.37924"	"United States"	"2011-06"	596.0	1983.0	251.0	3.0	20.0
498606133	1.0	"Gladys"	"Summerbreezeed"	"UNT Engineering. Latina. Immigrant rights. Bernie Sanders. Anjunabeats. LGBTQ #FeelTheBern #AnjunaFamily #UNT"	False	"Dallas, TX"	"32.78306"	"-96.80667"	"United States"	"2012-02"	2177.0	439.0	43326.0	22040.0	27.0
1066130576	1.0	"juan"	"juanmazuera_"	"an optimistic colombian coffee addict #bernie2016"	False	"BUY YOUR FOOTLOOSE TIX HERE "	""	""	""	"2013-01"	712.0	387.0	10027.0	7895.0	6.0
49715720	1.0	"Mujerista"	"Miami_Chica"	"#Latina #Feminist. #Prochoice.#AnimalLover. #Bernie2016"	False	"Sunshine State ☀"	""	""	""	"2009-06"	2700.0	931.0	125131.0	1083.0	136.0
152887445	0.0	"Dan Beebe"	"DanBeebe"	"That guy's funny. - Dan Beebe / “hilarious … honest.” - Dan Beebe / I liked the Santa hat one. - Dan Beebe"	False	""	""	""	""	"2010-06"	23454.0	78.0	7901.0	25.0	617.0
162130269	0.0	"Deborah Clark"	"VotePinellas"	"Supervisor of Elections,
Pinellas County, Florida"	False	"Largo, FL"	"27.90979"	"-82.78842"	"United States"	"2010-07"	571.0	226.0	687.0	54.0	40.0
172882920	0.0	"Hillary Clinton"	"markhillaryyvd"	"Secretary of State"	False	"USA, Texas"	"31.25044"	"-99.25061"	"United States"	"2010-07"	4.0	318.0	29.0	3.0	0.0
18027868	0.0	"MollyS #CruzCrew"	"mollymsquires"	"Wife, mom, lover of all things vintage, interior design addict, political junkie and proud right wing nut!"	False	"Georgia, USA"	"32.75042"	"-83.50018"	"United States"	"2008-12"	241.0	537.0	500.0	1802.0	7.0
113635077	0.0	"William Hill"	"sharpeangle"	"Graham Sharpe, Media Relations Director, William Hill; Luton Town/Wealdstone supporter.
Followers 18+. Gamble responsibly http://t.co/1g5DxA70Zc"	False	"London"	"51.50853"	"-0.12574"	"United Kingdom"	"2010-02"	8747.0	2851.0	23558.0	17.0	162.0
635904401	1.0	"UNL Young Democrats"	"unlyd"	"The best party on campus! We meet every Tuesday at 5PM in the Union! You aren't alone!"	False	"Lincoln, NE"	"40.8"	"-96.66696"	"United States"	"2012-07"	359.0	89.0	942.0	41.0	9.0
14203536	1.0	"PSYFE"	"psyfe"	"@marcorubio: Maybe its just me , but could Psyfe be the single most important cartoon fox in the history of the world? Hes lavenous!!!"	False	"SF"	"14.8961"	"-24.49556"	"Cape Verde"	"2008-03"	581.0	309.0	52180.0	13373.0	39.0
24306618	0.0	"Mahtie Bush"	"Mahtiebush916"	"Emcee/Bboy  Backpackramento, Childs play, No Days Off EP Available on iTunes/Spotify"	False	"Sacramento, CA"	"38.58157"	"-121.4944"	"United States"	"2009-03"	1722.0	1291.0	25106.0	1140.0	63.0
353351870	1.0	"Kevin Carson Ⓐ"	"KevinCarson1"	"I write for http://t.co/yytiWMST3J   Buy my book: http://t.co/4HHLpE7cj9  Support me at Patreon: http://t.co/JQgykAN12x"	False	"Northwest Arkansas"	"36.28194"	"-94.30694"	"United States"	"2011-08"	4416.0	1677.0	170036.0	48039.0	259.0
862131258	1.0	"Matt Didato"	"matt_didato"	"Instead of building walls, we need to be tearing down barriers. -@HillaryClinton. #ImWithHer #Hillary2016 #FightForHillary #FightingForUs"	False	"Scranton, PA"	"41.40916"	"-75.6649"	"United States"	"2012-10"	643.0	1222.0	2187.0	813.0	19.0
1023193092	0.0	"mqsud ♉"	"bonbon_nuit"	"kosher bacon tweets and whatever the f* I feel like tweeting. I came to slay......."	False	""	""	""	""	"2012-12"	455.0	241.0	2523.0	1726.0	3.0
128210898	1.0	"College Democrats NC"	"CollegeDemsNC"	"The College Democrats of North Carolina (CDNC) is the official student arm of the Democratic Party in North Carolina. Visit us on Facebook: http://t.co/PnitvMui"	False	"North Carolina"	"18.38078"	"-65.95739"	"Puerto Rico"	"2010-03"	4062.0	3345.0	3974.0	744.0	117.0
4013838856	1.0	"Dukes for Hillary"	"JMU4Hillary"	"We're the college outreach team @ James Madison University to help get Hillary Clinton elected the next President of the United States! #ImWithHer #HillaryForVA"	False	"Harrisonburg, VA"	"38.44957"	"-78.86892"	"United States"	"2015-10"	461.0	196.0	235.0	38.0	6.0
1343876084	1.0	"Troll_Hunter17"	"trollhunter17"	"#StopRush #VoteOutGOP  No RWNJ's or people living #FoxNewsBubble #p2 #Hillary2016 @UniteBlue #OFA #Liberal #ClimateChange #Science #VRA1965"	False	"United States"	"39.76"	"-98.5"	"United States"	"2013-04"	896.0	1177.0	2134.0	108.0	34.0
560595425	1.0	"Anna"	"earthlylullaby"	"a small kazoo with a big knob"	False	"mtn. state "	"-37.98333"	"145.06667"	"Australia"	"2012-04"	12342.0	130.0	64799.0	29503.0	139.0
587931720	0.0	"Stephen Houldsworth"	"sfhouldsworth"	"LGBTQ* activist, HIV advocate, educator, artist. music lover, atheist, genealogist, married gay man."	False	"Saint Louis, Missouri"	"38.62727"	"-90.19789"	"United States"	"2012-05"	971.0	913.0	1868.0	281.0	28.0
3409254867	1.0	"DC Youth for Bernie"	"dcyouth4bernie"	"This is the twitter of DC Youth for Bernie 2016. Follow us for updates and Bernie quotes or events."	False	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2015-08"	672.0	222.0	248.0	195.0	14.0
49010609	0.0	"Eddie Ziss"	"Trumpnetworkdon"	"Donald Trump wants 1 million new apprentices for the Trump Network. Want to be one?"	False	"USA"	"39.76"	"-98.5"	"United States"	"2009-06"	1386.0	1756.0	73.0	0.0	3.0
3433544427	1.0	"Bernie Sanders ATL"	"AtlBernie"	"Atlanta is ready for #BernieSanders!
#FeelTheBern"	False	"Atlanta, GA"	"33.749"	"-84.38798"	"United States"	"2015-08"	290.0	241.0	68.0	12.0	13.0
17888100	0.0	"Scott Bush"	"scott_bush"	"I'm a street walkin' cheetah with a heart full of napalm"	False	"St. Paul"	"-21.00963"	"55.27071"	"Réunion"	"2008-12"	1181.0	734.0	22010.0	2801.0	55.0
93294953	0.0	"PoliticsAfrica.com"	"PoliticsAfrica"	"Your Source for Politics in Africa. Period."	False	"Everywhere"	"-23.41612"	"28.16256"	"South Africa"	"2009-11"	465.0	450.0	285.0	7.0	14.0
1389906121	1.0	"Trevor Voytko"	"TrevorVoytko"	"Ted Cruz '16"	False	"Gainesville, FL "	"29.65163"	"-82.32483"	"United States"	"2013-04"	693.0	1232.0	20309.0	11096.0	5.0
7702542	1.0	"Dana Loesch"	"DLoesch"	"Nationally syndicated talk radio host w @RadioAmericaNet, DANA on #TheBlazeTV. Author; NEW BOOK #FLYOVERNATION out 6/21. God, family, guns. Born for the storm."	True	"Dallas, St. Louis"	""	""	""	"2007-07"	373050.0	3750.0	94207.0	13234.0	6882.0
3016501992	0.0	"John  for Trump"	"johnkurkosky"	"Minnesota for Trump,  
singer songwriter, don't like where our country is going,  sick of corrupt career politicians,  Love  my country,"	False	"Minnesota, USA"	"46.25024"	"-94.25055"	"United States"	"2015-02"	1718.0	2833.0	3653.0	3040.0	17.0
35536897	1.0	"gigi"	"gezebelmarina"	"i take photos | ig: gez.marina #bernie2016"	False	"Dallas, TX"	"32.78306"	"-96.80667"	"United States"	"2009-04"	719.0	442.0	28734.0	16146.0	6.0
31296078	1.0	"Dennis McCarson"	"DennisMcCarson"	"Stand Up Comedian/Actor/Beard Enthusiast/Writer/Terrible Musician/Thug For Life/ I have a youtube show where I get drunk and put legos together on the internet."	False	"Philadelphia"	"39.95234"	"-75.16379"	"United States"	"2009-04"	2929.0	2525.0	10879.0	128.0	37.0
17000866	0.0	"Cliff Graham"	"cliffgraham"	"Husband of @raisingWarriors and father of four arrows. Author of Bible-based war fiction, former soldier, speaker."	False	""	""	""	""	"2008-10"	3221.0	338.0	6606.0	425.0	59.0
21695125	1.0	"drennen quinn"	"six_dffrnt_wys"	"Current host of Late Show with David Letterman, former XFL champion, true #belieber, I can #feelthebern"	False	"Williamsburg, Brooklyn"	"40.70694"	"-73.95778"	"United States"	"2009-02"	778.0	667.0	913.0	882.0	19.0
2232234570	0.0	"SantaCruzShakespeare"	"SantaCruzShakes"	"Shakespeare plays on in Santa Cruz! Santa Cruz Shakes is the movement that shocked the world to relaunch three decades of tradition as a forward-funded theatre!"	False	"Santa Cruz, CA"	"36.97412"	"-122.0308"	"United States"	"2013-12"	1771.0	1873.0	1152.0	1176.0	62.0
2666776129	0.0	"Nobama"	"MisterRight69"	""	False	""	""	""	""	"2014-07"	4.0	11.0	26.0	2.0	0.0
143628199	1.0	"Eric Single"	"Eric_Single"	"Associate Producer, @SINow. Recovering editor-in-chief, The Vanderbilt Hustler. Clint Hurdle once told me to never use the phrase 'mop-up duty.'"	False	"New York"	"40.71427"	"-74.00597"	"United States"	"2010-05"	1234.0	1144.0	10800.0	654.0	32.0
369044765	1.0	"Martha for Congress"	"Martha4Congress"	"Candidate for U.S. Congress in Georgia's 9th Congressional District."	False	"Gainesville, GA"	"34.29788"	"-83.82407"	"United States"	"2011-09"	456.0	358.0	926.0	0.0	24.0
3630049992	1.0	"Dear Bernie Sanders"	"DearBernie2016"	"Human. Doctor of Jurisprudence with a B.A. in American history, and helping to elect Bernie Sanders because corporations shouldn't own people & poverty kills."	False	"Oregon, USA"	"44.00013"	"-120.50139"	"United States"	"2015-09"	1295.0	1734.0	4360.0	1221.0	49.0
28054095	0.0	"Lincoln Carson"	"lincolncarson"	"Pastry chef, teacher to some, student of many others. Still a nuisance."	False	""	""	""	""	"2009-04"	1548.0	377.0	1693.0	337.0	40.0
24408575	1.0	"Lisa"	"Litzz11"	"Reader, writer, music lover, environmentalist, liberal, kitchen pyrotechnician, Predators hockey fan. I notice stuff."	False	"Nashville"	"36.16589"	"-86.78444"	"United States"	"2009-03"	2478.0	1577.0	40097.0	1296.0	165.0
25856559	0.0	"Conservative Logic"	"ConLogic"	"Entrepreneur, economist, lawyer, and rational conservative."	False	"Pennsylvania"	"40.27245"	"-76.90567"	"United States"	"2009-03"	2297.0	2243.0	60.0	0.0	78.0
34094609	0.0	"Afro-Emotive ⚡ A.J."	"AfroEmotive"	"Writer / Nacho Enthusiast / Anti-Socialite / Scorpio / Peace Dealer / #LGBTQ /"	False	"Observation Cloud"	""	""	""	"2009-04"	369.0	219.0	27091.0	205.0	11.0
2896546515	1.0	"New Progressive Era"	"NewLiberalEra"	"Teenage Progressive, Social Democrat, just offering my viewpoint on the world's issues."	False	""	""	""	""	"2014-11"	601.0	193.0	250.0	4.0	9.0
3485520135	1.0	"TrumpBot2016"	"realTrumpBot"	"A Donald J. Trump-based chatbot"	False	"New York, NY"	"40.71427"	"-74.00597"	"United States"	"2015-08"	717.0	1469.0	3322.0	0.0	13.0
